expanded_pair_id,source_pair_id,source_scenario_id,source_condition_id,source_turn_number,expansion_variant_id,evaluation_batch_number,acting_card,opposing_card,acting_energy,opposing_energy,legal_moves,opponent_selected_move,player_selected_move,selected_move_agreement,opponent_confidence,player_confidence,confidence_difference_player_minus_opponent,absolute_confidence_difference,opponent_routing_reason,player_routing_reason,routing_reason_agreement,opponent_move_legal,player_move_legal,legality_agreement,opponent_fallback_used,player_fallback_used,fallback_agreement,context_match,pair_valid
4WE_PAIR_017_V04,4WC_PAIR_017,T52_S004__BASELINE,BASELINE,1,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,3,2,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.852,0.854,0.0020000000000000018,0.0020000000000000018,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_018_V01,4WC_PAIR_018,T52_S004__BASELINE,BASELINE,3,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,3,3,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.866,0.868,0.0020000000000000018,0.0020000000000000018,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_018_V02,4WC_PAIR_018,T52_S004__BASELINE,BASELINE,3,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,2,3,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.838,0.84,0.0020000000000000018,0.0020000000000000018,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_018_V03,4WC_PAIR_018,T52_S004__BASELINE,BASELINE,3,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,2,2,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.838,0.84,0.0020000000000000018,0.0020000000000000018,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_018_V04,4WC_PAIR_018,T52_S004__BASELINE,BASELINE,3,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,3,2,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.866,0.868,0.0020000000000000018,0.0020000000000000018,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_019_V01,4WC_PAIR_019,T52_S004__BASELINE,BASELINE,5,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,3,3,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.866,0.868,0.0020000000000000018,0.0020000000000000018,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_019_V02,4WC_PAIR_019,T52_S004__BASELINE,BASELINE,5,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,2,3,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.838,0.84,0.0020000000000000018,0.0020000000000000018,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_019_V03,4WC_PAIR_019,T52_S004__BASELINE,BASELINE,5,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,2,2,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.838,0.84,0.0020000000000000018,0.0020000000000000018,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_019_V04,4WC_PAIR_019,T52_S004__BASELINE,BASELINE,5,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,3,2,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.866,0.868,0.0020000000000000018,0.0020000000000000018,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_020_V01,4WC_PAIR_020,T52_S004__HP_PRESSURE,HP_PRESSURE,1,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,3,3,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.956,0.958,0.0020000000000000018,0.0020000000000000018,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_020_V02,4WC_PAIR_020,T52_S004__HP_PRESSURE,HP_PRESSURE,1,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,2,3,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.898,0.906,0.008000000000000007,0.008000000000000007,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_020_V03,4WC_PAIR_020,T52_S004__HP_PRESSURE,HP_PRESSURE,1,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,2,2,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.898,0.906,0.008000000000000007,0.008000000000000007,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_020_V04,4WC_PAIR_020,T52_S004__HP_PRESSURE,HP_PRESSURE,1,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,3,2,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.956,0.958,0.0020000000000000018,0.0020000000000000018,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_021_V01,4WC_PAIR_021,T52_S004__HP_PRESSURE,HP_PRESSURE,3,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,3,3,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.974,0.976,0.0020000000000000018,0.0020000000000000018,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_021_V02,4WC_PAIR_021,T52_S004__HP_PRESSURE,HP_PRESSURE,3,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,2,3,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.916,0.924,0.008000000000000007,0.008000000000000007,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_021_V03,4WC_PAIR_021,T52_S004__HP_PRESSURE,HP_PRESSURE,3,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,2,2,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.916,0.924,0.008000000000000007,0.008000000000000007,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_021_V04,4WC_PAIR_021,T52_S004__HP_PRESSURE,HP_PRESSURE,3,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,3,2,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.974,0.976,0.0020000000000000018,0.0020000000000000018,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_022_V01,4WC_PAIR_022,T52_S007__BASELINE,BASELINE,1,OBSERVED_ENERGY_CONTEXT,3,Eevee,Bulbasaur,3,3,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.962,0.962,0.0,0.0,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_022_V02,4WC_PAIR_022,T52_S007__BASELINE,BASELINE,1,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Bulbasaur,2,3,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.906,0.91,0.0040000000000000036,0.0040000000000000036,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_022_V03,4WC_PAIR_022,T52_S007__BASELINE,BASELINE,1,SYMMETRIC_TWO_ENERGY,4,Eevee,Bulbasaur,2,2,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.906,0.91,0.0040000000000000036,0.0040000000000000036,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_022_V04,4WC_PAIR_022,T52_S007__BASELINE,BASELINE,1,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Bulbasaur,3,2,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.962,0.962,0.0,0.0,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_023_V01,4WC_PAIR_023,T52_S007__HP_PRESSURE,HP_PRESSURE,1,OBSERVED_ENERGY_CONTEXT,3,Eevee,Bulbasaur,3,3,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.962,0.962,0.0,0.0,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_023_V02,4WC_PAIR_023,T52_S007__HP_PRESSURE,HP_PRESSURE,1,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Bulbasaur,2,3,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.906,0.91,0.0040000000000000036,0.0040000000000000036,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_023_V03,4WC_PAIR_023,T52_S007__HP_PRESSURE,HP_PRESSURE,1,SYMMETRIC_TWO_ENERGY,4,Eevee,Bulbasaur,2,2,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.906,0.91,0.0040000000000000036,0.0040000000000000036,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
4WE_PAIR_023_V04,4WC_PAIR_023,T52_S007__HP_PRESSURE,HP_PRESSURE,1,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Bulbasaur,3,2,"['Ascension', 'Quick Attack']",Quick Attack,Quick Attack,True,0.962,0.962,0.0,0.0,LEGAL_MODEL_PREDICTION,LEGAL_MODEL_PREDICTION,True,True,True,True,False,False,True,True,True
