card_name,move_name,damage,source_records,unique_source_files,maximum_source_priority,source_files,damage_conflict,all_damage_values,is_existing_benchmark_move,trusted_source_available,source_agreement_sufficient,fixed_damage_supported,candidate_eligible,candidate_type
Bulbasaur,0.12 0.1 1. 0. 0. 0. 0. 1.52,28.0,14,11,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_additional_source_backed_moves.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_safe_action_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_candidate_transition_results.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_transition_validated_candidate_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_candidate_provenance_audit.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_rejected_false_candidates.csv""]",True,"[1.0, 2.0, 28.0]",False,False,True,True,False,REQUIRES_MANUAL_REVIEW
Bulbasaur,1.52,28.0,11,11,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_additional_source_backed_moves.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_safe_action_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_candidate_transition_results.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_transition_validated_candidate_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_candidate_provenance_audit.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_rejected_false_candidates.csv""]",True,"[1.0, 2.0, 28.0]",False,False,True,True,False,REQUIRES_MANUAL_REVIEW
Bulbasaur,8,28.0,7,7,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_candidate_transitions_by_card.csv""]",True,"[1.0, 28.0]",False,False,True,True,False,REQUIRES_MANUAL_REVIEW
Bulbasaur,32,8.0,7,7,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_candidate_transition_summary.json""]",True,"[1.0, 8.0]",False,False,True,True,False,REQUIRES_MANUAL_REVIEW
Bulbasaur,81,4.0,6,6,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv""]",True,"[1.0, 4.0]",False,False,True,True,False,REQUIRES_MANUAL_REVIEW
Bulbasaur,Bite,0.0,7,7,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook46\\actor_perspective_suspicious_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv""]",True,"[0.0, 2.0]",False,False,True,True,False,REQUIRES_MANUAL_REVIEW
Bulbasaur,Flame Tail,0.0,7,7,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook46\\actor_perspective_suspicious_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv""]",True,"[0.0, 2.0]",False,False,True,True,False,REQUIRES_MANUAL_REVIEW
Bulbasaur,Fury Swipes,0.0,7,7,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook46\\actor_perspective_suspicious_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv""]",True,"[0.0, 2.0]",False,False,True,True,False,REQUIRES_MANUAL_REVIEW
Bulbasaur,Pass,0.0,6,6,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook52\\section5\\section5b_expanded_turn_results.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook53\\section6\\section6e_tournament_replay_turns.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv""]",True,"[0.0, 2.0]",False,False,True,True,False,REQUIRES_MANUAL_REVIEW
Bulbasaur,Quick Attack,0.0,5,5,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook46\\actor_perspective_suspicious_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv""]",True,"[0.0, 3.0, 20.0]",False,False,True,True,False,REQUIRES_MANUAL_REVIEW
Bulbasaur,Scratch,0.0,7,7,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook46\\actor_perspective_suspicious_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv""]",True,"[0.0, 2.0]",False,False,True,True,False,REQUIRES_MANUAL_REVIEW
Bulbasaur,Tackle,0.0,7,7,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook46\\actor_perspective_suspicious_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv""]",True,"[0.0, 2.0]",False,False,True,True,False,REQUIRES_MANUAL_REVIEW
Bulbasaur,Tail Whap,0.0,7,7,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook46\\actor_perspective_suspicious_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv""]",True,"[0.0, 2.0]",False,False,True,True,False,REQUIRES_MANUAL_REVIEW
Bulbasaur,Thunderbolt,0.0,7,7,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook46\\actor_perspective_suspicious_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv""]",True,"[0.0, 2.0]",False,False,True,True,False,REQUIRES_MANUAL_REVIEW
Bulbasaur,Water Pulse,0.0,7,7,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook46\\actor_perspective_suspicious_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_source_agreement.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv""]",True,"[0.0, 2.0]",False,False,True,True,False,REQUIRES_MANUAL_REVIEW
Charmander,[0.08 0.1 0. 0. 0. 0. 0. 0.38],50.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.parquet""]",False,[50.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE
Charmander,"[0.08, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38]",50.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.jsonl""]",False,[50.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE
Charmander,[0.2 0.2 0. 0. 0. 0. 0. 0.55],50.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.parquet""]",False,[50.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE
Charmander,"[0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.55]",50.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.jsonl""]",False,[50.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE
Charmander,[0.2 0.2 1. 0. 0. 0. 0. 1.55],20.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.parquet""]",False,[20.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE
Charmander,"[0.2, 0.2, 1.0, 0.0, 0.0, 0.0, 0.0, 1.55]",20.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.jsonl""]",False,[20.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE
Charmander,[0.08 0.1 1. 0. 0. 0. 0. 1.38],16.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.parquet""]",False,[16.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE
Charmander,"[0.08, 0.1, 1.0, 0.0, 0.0, 0.0, 0.0, 1.38]",16.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.jsonl""]",False,[16.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE
Charmander,Live Coal,20.0,6,6,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook52\\section5\\section5b_expanded_turn_results.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook53\\section6\\section6e_tournament_replay_turns.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_safe_action_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4r_verified_attack_energy_readiness.csv""]",True,"[1.0, 2.0, 20.0]",True,False,True,True,False,CURRENT_BENCHMARK_MOVE
Charmander,151,103.0,1,1,-5,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_candidate_move_validation_summary.json""]",False,[103.0],False,False,True,True,False,REQUIRES_MANUAL_REVIEW
Charmander,0.0,50.0,11,11,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_additional_source_backed_moves.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_safe_action_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_candidate_transition_results.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_transition_validated_candidate_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_candidate_provenance_audit.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_rejected_false_candidates.csv""]",True,"[1.0, 2.0, 50.0]",False,False,True,True,False,REQUIRES_MANUAL_REVIEW
Charmander,0.08,50.0,11,11,-2,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section3\\section3b_discovered_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_additional_source_backed_moves.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_move_records_manual_review.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_preferred_move_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_safe_action_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_simulator_supported_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4a_tournament_card_move_records.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_candidate_transition_results.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4b_transition_validated_candidate_catalog.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_candidate_provenance_audit.csv"", ""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\reports\\notebook54\\section4\\section4c_rejected_false_candidates.csv""]",True,"[1.0, 2.0, 50.0]",False,False,True,True,False,REQUIRES_MANUAL_REVIEW
