path,file_name,suffix,size_bytes,card_name_hits,keyword_hits,relevance_score
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook14_report.txt,notebook14_report.txt,.txt,731,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook20\completion_status.txt,completion_status.txt,.txt,690,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook17\completion_status.txt,completion_status.txt,.txt,558,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook24\completion_status.txt,completion_status.txt,.txt,520,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook23\completion_status.txt,completion_status.txt,.txt,510,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S007__HP_PRESSURE_transcript.txt,T52_S007__HP_PRESSURE_transcript.txt,.txt,505,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S007__BASELINE_transcript.txt,T52_S007__BASELINE_transcript.txt,.txt,504,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook22\completion_status.txt,completion_status.txt,.txt,474,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook18\completion_status.txt,completion_status.txt,.txt,458,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook19\completion_status.txt,completion_status.txt,.txt,448,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook21\completion_status.txt,completion_status.txt,.txt,432,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\submission\final_agent\README.md,README.md,.md,367,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\requirements.txt,requirements.txt,.txt,55,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\README.md,README.md,.md,0,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\writeup_draft.md,writeup_draft.md,.md,0,[],"[""challenge"", ""ptcg"", ""battle""]",3
