path,rows,columns,card_columns,move_columns,damage_columns,energy_columns,hp_columns,effect_columns,has_move_related_column
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook46\real_search_expert_summary.json,11,18,[],"[""move_dimension"", ""average_legal_moves"", ""selected_move_distribution""]","[""average_damage_applied""]",[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4b_candidate_damage_profile.csv,11,4,"[""cards""]","[""candidate_moves""]","[""declared_damage""]",[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4p_attack_profile.csv,10,12,"[""card_id"", ""card_name"", ""attack_name"", ""normalized_attack_name""]","[""attack_order"", ""attack_name"", ""attack_effect_summary"", ""normalized_attack_name""]","[""printed_damage"", ""base_damage"", ""variable_damage""]","[""energy_symbol_count""]",[],"[""attack_effect_summary""]",True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section3\section3b_apply_move_field_usage.csv,10,3,[],"[""referenced_by_apply_move""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_128.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_164.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_176.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_104.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_140.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_152.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_188.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_200.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_116.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_100.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_88.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_52.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_76.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_40.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_264.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_216.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_300.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_240.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_252.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_288.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_276.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_228.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_110.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_122.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_146.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_158.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_170.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_194.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_182.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_4.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_134.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_258.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_210.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_222.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_234.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_246.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_270.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_282.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_294.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_204.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_10.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_34.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_22.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_226.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_274.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_46.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_94.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_238.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_286.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_214.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_250.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_298.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_262.jsonl,10,30,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""player_damage_fraction"", ""opponent_damage_fraction"", ""legal_move_count"", ""legal_moves""]","[""player_damage"", ""opponent_damage"", ""player_damage_fraction"", ""opponent_damage_fraction""]","[""player_energy"", ""opponent_energy""]",[],[],True
