cell_index,line_number,matched_terms,source_line
10,452,y_train,"y_train,"
10,468,y_test,"y_test,"
10,530,y_test,"y_test,"
10,565,y_test,"y_test,"
10,752,X_train,"X_train,"
10,753,y_train,"y_train,"
10,766,X_test,"X_test,"
10,767,y_test,"y_test,"
10,924,X_train,"X_train,"
10,925,y_train,"y_train,"
10,944,X_test,"X_test,"
10,945,y_test,"y_test,"
10,998,y_test,"y_test,"
10,1438,y_train,"y_train,"
10,1460,y_test,"y_test,"
11,510,legality_training_numeric_features | y_train,for column_name in legality_training_numeric_features:
11,524,legality_training_categorical_features | y_train,for column_name in legality_training_categorical_features:
11,534,legality_training_numeric_features | y_train,legality_training_numeric_features
11,535,legality_training_categorical_features | y_train,+ legality_training_categorical_features
11,543,PREPROCESS_RAW_FEATURES,) == PREPROCESS_RAW_FEATURES
11,588,predict_proba,legality_aware_policy_model.predict_proba(
11,680,selected_move,"""selected_move"""
11,765,selected_move,"""notebook52_selected_move"":"
11,767,selected_move,"""selected_move"""
11,827,selected_move,"""selected_move"""
11,858,selected_move,"""notebook52_selected_move"""
11,958,selected_move,"""selected_move_agreement_rate"","
12,488,legality_training_numeric_features | y_train,legality_training_numeric_features
12,505,legality_training_categorical_features | y_train,legality_training_categorical_features
12,521,PREPROCESS_RAW_FEATURES,PREPROCESS_RAW_FEATURES
12,680,selected_move,selected_move = legal_moves[0]
12,683,selected_move,selected_move
12,706,predict_proba,self.model.predict_proba(
12,742,selected_move,selected_move = (
12,792,selected_move,selected_move = (
12,806,selected_move,selected_move = legal_moves[0]
12,816,selected_move,selected_move_name = extract_move_name(
12,817,selected_move,selected_move
12,856,selected_move,"""selected_move"":"
12,857,selected_move,"selected_move_name,"
12,868,selected_move,"""selected_move_legal"":"
12,870,selected_move,selected_move_name
12,881,selected_move,"selected_move,"
12,884,selected_move,"selected_move_name,"
12,898,selected_move,"""selected_move_legal"":"
12,1020,PREPROCESS_RAW_FEATURES,"f""{len(PREPROCESS_RAW_FEATURES)}"""
12,1091,selected_move,"""selected_move"""
12,1103,selected_move,"""selected_move"":"
12,1111,selected_move,"""selected_move_legal"":"
12,1113,selected_move,"""selected_move_legal"""
12,1162,selected_move,"""selected_move_legal"","
12,1212,selected_move,"""selected_move_legal"""
12,1361,selected_move,"""selected_move_legal"""
12,1399,selected_move,"""selected_move_legal"""
13,461,selected_move,selected_move = detailed_decision[
13,465,selected_move,selected_move_name = detailed_decision[
13,484,selected_move,"move=selected_move,"
13,489,selected_move,selected_move_name
13,524,selected_move,"""selected_move"":"
13,525,selected_move,"selected_move_name,"
13,815,selected_move,"""selected_move"":"
13,1059,selected_move,"""selected_move"":"
13,1064,selected_move,"""selected_move_legal"":"
16,119,dataset,"""SOURCE_POLICY_DATASET_DISCOVERED"","
16,122,dataset,"""LEGALITY_AWARE_DATASET_REBUILT"","
16,214,dataset,"""dataset_summary"":"
16,445,dataset,"""source_dataset_row_count_valid"","
16,884,dataset,"""source_dataset_rows"","
16,1129,target,# 7. Optimization targets for Notebook 54
16,1132,target,section7a_optimization_targets_df = pd.DataFrame(
16,1138,target,"""optimization_target"":"
16,1151,target,"""optimization_target"":"
16,1158,target,"""Train targeted HP-pressure curriculum and value estimates"","
16,1164,target,"""optimization_target"":"
16,1177,target,"""optimization_target"":"
16,1190,target,"""optimization_target"":"
16,1204,target,"print(""NOTEBOOK 54 OPTIMIZATION TARGETS"")"
16,1208,target,section7a_optimization_targets_df
16,1245,dataset,"""source_dataset_rows"":"
16,1495,target,"""primary_optimization_target"":"
16,1533,target,SECTION7A_OPTIMIZATION_TARGETS_FILE = (
16,1535,target,"/ ""section7a_notebook54_optimization_targets.csv"""
16,1569,target,section7a_optimization_targets_df.to_csv(
16,1570,target,"SECTION7A_OPTIMIZATION_TARGETS_FILE,"
16,1598,dataset,"""source_dataset_rows"":"
16,1600,dataset,"""source_dataset_rows"""
16,1704,target,"SECTION7A_OPTIMIZATION_TARGETS_FILE,"
16,1730,dataset,"f""Source dataset rows              : """
16,1731,dataset,"f""{notebook53_handoff_manifest['source_dataset_rows']}"""
16,1825,target,"f""Primary optimization target      : """
16,1826,target,"f""{notebook53_handoff_manifest['primary_optimization_target']}"""
